 90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
-- duplicate the arm
--0 109 91 93 91 97 90 90 122 91 132 90 93 90 120 90 162 90 91 91 91 93 392                         -- 319(2)   -5/5/3 392 P rcw, R 2426
--0 109 90 93 91 90 95 91 91 118 90 99 90 97 91 161 169 136 90 91 157 594                           -- 319(2)  -5/32/1 394 P rcw, L 2548
--0 109 91 94 91 91 128 126 90 125 91 90 155 90 106 90 99 90 109 90 90 90 112 91 90 115 392         -- 319(2)  -5/53/3 392 P rcw, R 2862 
--0 109 91 94 91 91 136 91 91 90 132 90 90 125 90 114 128 90 103 91 91 91 90 91 97 90 91 90 115 395 -- 319(2) -5/-30/4 395 P rcw, L 3102 
90 109 91 93 91 118 90 91 91 91 90 90 173 90 107 90 91 90 91 1163                                   -- 319(2)   3/12/6 395 P flip, L 2096
--0 109 91 94 91 91 167 90 90 91 107 90 90 150 90 91 91 130 90 91 90 90 107 91 593                  -- 319(2)   3/-5/1 393 P flip, R 2631
-- convert original arm to target block on the left for P rcw L =O or P flip L =E
-- E0E :) 
-- debug 819!
-- make scorbie splitters and turners and partial SoD (target on right) E
93 91 90 144 90 100 186 164 90 205 106 90 93 90 162 141 90 91 91 111 -- ap=0 +fl=-1, ad=13, fs=0
91 109 91 94 91 90 164 91 148 90 90 90 90 115 153 91 92 90 90 91 90 109 109 -- ap=47 -fl=-25, ad=-6, fs=0
90 109 91 93 91 129 148 91 93 90 91 91 90 90 90 91 112 90 95 90 97 90 90 113 -- ap=41 -fl=-24, ad=-43, fs=0
90 109 91 93 91 130 91 90 110 90 154 91 90 90 158 91 98 137 90 90 106 90 106 90 90 -- ap=-2 +fl=33, ad=2, fs=0
90 109 91 94 91 91 95 91 90 147 165 90 151 90 90 97 122 93 107 137 91 90 90 91 156 95 90 -- ap=0 +fl=34, ad=8, fs=0
91 109 91 93 90 169 90 91 103 91 133 90 90 91 91 90 110 91 93 90 112 153 -- ap=8 +fl=20, ad=12, fs=0
91 109 91 93 90 156 91 91 96 162 91 91 106 91 90 119 185 91 96 90 132 90 91 90 -- ap=20 +fl=35, ad=-34, fs=3
-- (142) rsg=26740, sg=26740 rad=-14 ap=-14 sd=0
--allocateCD
142 
109 91 93 91 92 91 90 90 124 91 113 141 91 103 90 90 91 90 91 90 90 91 97 90 90 95 91 145 91 112 91 103 -- ap=0 +fl=28, ad=27, fs=0
91 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=27 -fl=-13, ad=8, fs=0
91 109 91 94 91 91 179 91 90 94 91 102 91 151 90 90 101 90 91 125 104 90 90 -- ap=35 -fl=-24, ad=8, fs=0
90 109 91 94 91 91 90 91 91 90 158 90 91 90 90 101 90 107 90 90 90 -- ap=43 -fl=-9, ad=-15, fs=0
90 109 91 93 91 130 91 90 110 90 90 102 102 163 91 90 94 91 121 117 90 91 107 91 91 119 90 90 90 101 -- ap=28 +fl=33, ad=27, fs=0
90 109 91 93 90 140 150 132 212 105 90 98 91 97 90 90 134 125 163 91 93 90 101 91 90 -- ap=55 -fl=-35, ad=27, fs=0
90 109 91 94 91 90 124 91 148 90 92 168 90 91 101 90 118 90 91 91 91 91 91 102 90 90 98 -- ap=82 +fl=39, ad=-2, fs=0
90 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=80 +fl=30, ad=-25, fs=1
91 109 91 93 90 130 91 90 90 91 91 155 90 90 118 90 91 140 98 169 90 144 90 142 91 96 91 90 167 -- ap=55 -fl=-49, ad=-22, fs=1
91 109 90 93 91 91 117 90 122 91 127 90 90 130 202 91 168 91 91 94 91 133 90 120 91 91 159 91 104 90 109 -- ap=33 -fl=-45, ad=16, fs=0
94 109 91 94 91 91 93 90 97 91 91 161 90 91 90 91 90 99 90 90 99 91 90 133 91 114 91 99 90 100 -- ap=49 -fl=-50, ad=2, fs=0
94 109 91 93 90 140 150 132 212 105 90 98 91 97 90 90 134 125 163 91 93 90 101 91 90 -- ap=51 -fl=-35, ad=27, fs=0
91 93 91 109 90 137 91 90 126 90 115 106 135 91 90 90 173 90 121 90 90 90 91 91 101 116 91 -- ap=78 +fl=39, ad=-13, fs=2
91 109 91 94 91 91 95 91 90 146 91 99 90 118 120 135 90 90 121 -- ap=65 -fl=-21, ad=8, fs=0
91 109 91 94 91 91 124 90 144 90 90 90 165 119 90 104 90 100 90 90 -- ap=73 -fl=-12, ad=8, fs=0
91 109 91 94 91 91 124 91 126 91 140 162 148 90 90 119 90 -- ap=81 -fl=-16, ad=8, fs=0
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=89 -fl=-13, ad=8, fs=0
90 109 91 94 91 90 90 90 90 109 91 101 90 98 90 -- ap=97 -fl=-6, ad=-11, fs=0
90 109 91 93 90 155 106 91 131 97 96 107 90 90 159 151 90 90 91 93 90 140 90 91 149 -- ap=86 +fl=36, ad=8, fs=0
137 109 91 94 91 91 93 90 125 90 170 90 90 90 169 179 91 160 91 91 90 132 91 131 90 -- ap=94 +fl=37, ad=-26, fs=0
91 93 91 109 90 137 91 90 126 90 115 106 135 91 90 90 173 90 121 90 90 90 91 91 101 116 91 -- ap=68 +fl=39, ad=-13, fs=2
90 93 91 116 90 154 90 90 91 124 255 160 91 91 149 90 108 90 127 96 91 122 -- ap=55 -fl=-40, ad=-44, fs=1
90 109 91 94 91 90 164 91 148 90 90 90 90 115 153 91 92 90 90 91 90 109 109 -- ap=11 -fl=-25, ad=-6, fs=0
-- (90) rsg=57490, sg=57490 rad=5 ap=5 sd=0109 91 93 90 140 150 132 212 103 90 98 90 148 90 90 91 91 91 119 101 108 90 91 91 119 -- ap=1 -fl=-33, ad=32, fs=0
--allocateAB
90
109 91 93 91 92 91 106 111 90 153 91 144 90 98 90 91 92 111 150 130 127 134 91 95 90 117 90 91 90 90 91 113 -- ap=1 -fl=-52, ad=12, fs=2
90 109 91 93 90 130 91 90 90 91 91 155 90 90 118 90 91 140 98 169 90 144 90 142 91 96 91 90 167 -- ap=13 -fl=-49, ad=-22, fs=1
91 109 90 93 91 91 107 90 98 108 102 111 105 91 104 90 104 90 90 90 91 91 90 90 91 90 90 94 90 -- ap=-9 -fl=-41, ad=2, fs=0
90 109 91 94 91 91 92 90 97 91 91 117 91 95 90 90 91 102 90 91 90 113 90 101 90 91 91 91 90 90 117 -- ap=-7 -fl=-50, ad=-3, fs=1
90 109 91 93 90 155 106 91 131 97 96 107 90 90 159 151 90 90 91 93 90 140 90 91 149 -- ap=-10 +fl=36, ad=8, fs=0
137 93 91 109 90 137 91 90 126 90 115 106 135 91 90 90 173 90 121 90 90 90 91 91 101 116 91 -- ap=-2 +fl=39, ad=-13, fs=2
90 109 91 94 91 91 92 90 97 91 91 117 91 95 90 90 91 102 90 91 90 113 90 101 90 91 91 91 90 90 117 -- ap=-15 -fl=-50, ad=-3, fs=1
91 109 91 94 91 91 93 90 91 91 90 100 90 94 90 108 90 91 91 119 -- ap=-18 +fl=22, ad=27, fs=0
91 124 126 91 90 91 90 90 90 94 190 104 91 90 103 94 91 90 93 90 171 91 90 103 90 -- ap=9 -fl=-32, ad=5, fs=2
90 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=14 +fl=30, ad=-25, fs=1
91 109 91 94 91 90 164 91 148 90 90 90 90 115 153 91 92 90 90 91 90 109 109 -- ap=-11 -fl=-25, ad=-6, fs=0
90 109 91 94 91 91 95 91 90 146 91 99 90 118 120 135 90 90 121 -- ap=-17 -fl=-21, ad=8, fs=0
91 109 91 93 91 140 150 111 100 90 90 91 160 90 91 110 91 112 91 137 112 91 91 90 91 123 90 -- ap=-9 -fl=-29, ad=-1, fs=0
90 109 91 94 91 91 93 90 91 91 90 100 90 94 90 108 90 91 91 119 -- ap=-10 +fl=22, ad=27, fs=0
91 109 91 94 91 91 124 90 144 90 90 90 165 119 90 104 90 100 90 90 -- ap=17 -fl=-12, ad=8, fs=0
90 109 91 94 91 91 179 91 90 94 91 102 91 151 90 90 101 90 91 125 104 90 90 -- ap=25 -fl=-24, ad=8, fs=0
-- (90) rsg=40620, sg=40620 rad=33 ap=33 sd=0
-- GH allocation
91 -- parity prepared much earlier
--109 91 93 91 115 107 90 90 90 90 90 90 90 112 90 145 -- (90) E180_13E ad=-12 fl=12 fs=0	md=93 c=10 sg=1673
109 91 95 124 127 91 90 91 154 90 100 91 91 122 91 91 90 114 97 -- (90) O180_13E ad=-9 fl=-14 fs=1 md=95 c=9 sg=2039
-- EF allocation
291 -- parity prepared much earlier, 301 for current arm position, closer the arm, shorter gap allowed
109 91 94 91 90 95 91 90 147 167 91 104 149 126 91 108 91 90 152 90 103 91 192 102 -- 90(1)
-- (90) ap=0%2
-- ignite1 prepare
90
109 90 93 91 91 158 94 113 91 90 91 96 90 142 -- ap=1 -fl=15, ad=9, fs=3
91 109 90 93 91 91 128 91 91 90 97 90 99 90 139 91 91 117 134 92 90 90 90 -- ap=10 +fl=-18, ad=8, fs=1
90 109 91 94 91 91 124 91 126 91 140 162 148 90 90 119 90 -- ap=18 +fl=-16, ad=8, fs=0
90 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=26 +fl=-13, ad=8, fs=0
90 109 91 94 91 91 96 90 97 91 91 145 90 113 90 90 105 91 193 -- ap=34 +fl=13, ad=-32, fs=0
90 109 91 94 91 91 121 90 90 90 90 90 90 99 90 165 119 90 106 90 90 -- ap=2 +fl=12, ad=8, fs=0
91 109 90 93 91 91 91 90 111 195 91 90 154 90 90 113 90 -- ap=10 +fl=15, ad=-6, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=4 +fl=11, ad=-5, fs=1
135 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=-1 -fl=-26, ad=-1, fs=1
91 109 91 94 91 91 96 90 166 91 91 114 90 90 91 90 90 114 91 101 -- ap=-2 +fl=17, ad=-28, fs=0
91 109 91 94 91 91 121 90 90 90 90 90 90 99 90 165 119 90 106 90 90 -- ap=-30 +fl=12, ad=8, fs=0
91 109 91 94 91 91 141 90 171 91 90 91 107 157 121 90 90 119 90 -- ap=-22 +fl=4, ad=8, fs=0
90 109 91 93 91 129 149 91 90 90 142 219 90 99 91 109 115 92 185 -- ap=-14 +fl=14, ad=-16, fs=0
--(90)
90 109 91 93 90 140 150 108 91 90 111 91 91 194 98 90 169 -- ap=-30 +fl=10, ad=14, fs=1
-- (90) rsg=27516, sg=27516 rad=-16 ap=-16 sd=0
